% Model,UnitSquare_Source.mph
% Version,COMSOL 5.3.0.223
% Date,"Jun 28 2019, 22:32"
% Dimension,1
% Nodes,139
% Expressions,1
% Description,Line graph
% cln1x,Height
0,0.9169926842287595
0.029472550663001702,0.3718387350559311
0.03001234406259353,2.0584999622317426
0.030530103902677727,1.7522404773460138
0.06007547153411557,1.7522404773460138
0.0894793264848014,3.4282987274204224
0.09047235624419322,5.906755155343603
0.09158004249198506,4.774162128364594
0.12131298162014696,4.774162128364594
0.14860782956322502,7.39769127082436
0.15306130267615217,11.001818923270534
0.15625236705793497,9.056133493859022
0.1780343145815255,9.056133493859022
0.18240104737806206,12.837640033590745
0.1933975714124225,14.548340229267353
0.19801103640075873,13.0635062151999
0.20392990590108043,15.525889655350596
0.20781658249471763,16.146350478189333
0.2163790025682244,16.146350478189333
0.2167067119055617,19.87426211124216
0.2173504830610034,17.899400381822602
0.2250408565636054,17.899400381822602
0.2292798640855918,18.346667213667416
0.2326615215062374,23.15596314620646
0.2370227221959567,21.301968244097353
0.2384100601193862,18.75237876422773
0.23946459411377047,13.562323475179028
0.2435074234823138,20.314754805437985
0.248,9.609184766087111
0.252,-16.630606842446213
0.25695424586477467,-26.177174324162195
0.26129869948740286,-32.17565018282306
0.2621308254803788,-30.738113632864383
0.2631217537449201,-27.12528114809635
0.2676305145660782,-25.59090366365791
0.2707496954579074,-29.574377493967575
0.27258398521789834,-24.963860842024985
0.2772734828915483,-28.140474289838302
0.27899892652726827,-23.353641719481317
0.2862025114160446,-23.353641719481317
0.2879297853115744,-26.078795795871486
0.29701291704102656,-21.801682676081093
0.2981739411620325,-21.801682676081093
0.2984103666366871,-18.168201082105497
0.3094033308735702,-20.63041509384015
0.31272993404014254,-19.162407232081488
0.322189786454168,-16.474843071369378
0.3391595109651343,-16.474843071369378
0.3422071260729,-17.574670395807722
0.3434312255704454,-14.710340602582546
0.35219940826400414,-14.978933589701072
0.373082189589283,-14.978933589701072
0.376780454949097,-13.083323725006824
0.4095346667287439,-10.902974730656423
0.40971865983519273,-10.902974730656423
0.41886824937644035,-11.834275414712572
0.44523160905164316,-12.302862550394902
0.4457691178702714,-11.0079532530271
0.4814535350205582,-11.0079532530271
0.4821154300851047,-11.510436535580482
0.5183621657171594,-11.129597731144582
0.5189515850433919,-10.51017958444481
0.541772598587653,-10.50570611987664
0.5560207821345421,-10.50570611987664
0.5563949069928081,-9.747503509358026
0.5937275249378434,-10.437054070772552
0.5985756019325635,-10.437054070772552
0.6189231794844827,-12.340150104904682
0.6316911170950013,-13.877479734862819
0.634414207123589,-14.151949435384584
0.6594768262085368,-14.151949435384584
0.6612910977626407,-16.71963157810281
0.6786103263970867,-16.71963157810281
0.6796782006618811,-18.68040976981743
0.6900507073551025,-23.18122064866042
0.6992979444474979,-20.87638297561831
0.7011061695867533,-26.72945894448816
0.7064582607028786,-26.72945894448816
0.7105875031840938,-32.2208459456854
0.7118104863640664,-31.347047125174413
0.7202577306002275,-31.347047125174413
0.7216850678995372,-42.179558483377065
0.7237610492882895,-37.07941343358219
0.7276213681260284,-37.07941343358219
0.7309162333217014,-48.96729751389742
0.732645501784423,-41.661270231874894
0.7344413627777417,-47.8874085923444
0.7366088834844997,-56.36330551415435
0.7389483594831828,-55.65435864720823
0.7391580114431184,-44.29474424623449
0.7412504013711303,-55.33412701225939
0.7429038031757305,-52.31153705407007
0.7431499096345541,-60.35875981482161
0.7433265297880487,-54.44189605845472
0.744742253343221,-49.93857327138318
0.7460189835975912,-42.62660730540594
0.7462500197888711,-31.53041409207691
0.7472251052507718,-37.365188677534775
0.7480425178934036,-22.26901365566954
0.7483313813529041,-29.701747217250386
0.7489153399196111,-11.371504084025219
0.7496531505371198,-16.210326797679443
0.7500423064696411,-2.9519272223018334
0.7510446611328689,17.961489604925077
0.752756755244921,19.816797129416045
0.7528119301555162,39.71932333945193
0.7528532546250741,34.52324050920316
0.7530822058103881,29.869757392005965
0.7549531239325029,39.23383203473864
0.7557191031797222,44.65986649348528
0.7569810237871698,52.9739314718889
0.7583504931303744,44.924823719011755
0.7595761594728887,39.57778865379538
0.76038372169329,55.01794877834118
0.7628669991148735,38.83882661807387
0.7652782884310672,51.255511729264725
0.7681654889684004,34.11338445929065
0.7730110070895406,41.9674480003694
0.7740843976133693,29.258461136841
0.7813322509195963,29.258461136841
0.7840602010321369,31.627158417827204
0.7928196453336522,20.102974897673136
0.7975038728883043,21.19860986987607
0.8000459818125016,13.03799047810955
0.8124058517722701,16.461992514713714
0.8297056010547007,12.461336706514972
0.8298011527747586,7.817811555508362
0.8299699267780098,8.662481805413076
0.8498769190641989,8.662481805413076
0.862890152034307,5.878493937535853
0.8763211136447545,3.6710574150591793
0.9006817223871849,4.167150643441966
0.9079354811224726,4.167150643441966
0.9137308893896101,2.2247284174859914
0.9387921403135435,1.2147423086980638
0.9666814065143039,1.2147423086980638
0.9694147612679501,1.5569782511507775
0.9718917920448956,0.2756082144617211
1,0.620192707150971
