0.000000000000000000e+00,-2.896502369347619066e+00,4.501802515285065198e-02,1.506483314597650569e+01
9.979999999999999288e-03,-2.898230927092277920e+00,4.755055370805010284e-01,1.507706863721020873e+01
1.995999999999999858e-02,-2.902837234354311846e+00,9.097025670348780624e-01,1.510967420676934836e+01
2.993999999999999787e-02,-2.910345197176402721e+00,1.348049735491930079e+00,1.516330402724877047e+01
3.991999999999999715e-02,-2.920788890420618955e+00,1.792538113279445344e+00,1.523886939616715885e+01
4.989999999999999991e-02,-2.934216379659300600e+00,2.245363729351732562e+00,1.533771086204014544e+01
5.987999999999999573e-02,-2.950690989623350635e+00,2.708926303723348639e+00,1.546164960174187364e+01
6.985999999999999155e-02,-2.970292862160826886e+00,3.185893711714292920e+00,1.561307972873565220e+01
7.983999999999999431e-02,-2.993121006750221191e+00,3.679285191460338389e+00,1.579509767028101130e+01
8.981999999999999706e-02,-3.019295973212008821e+00,4.192576204729972389e+00,1.601168236200936335e+01
9.979999999999999982e-02,-3.048963315001992136e+00,4.729832802827621308e+00,1.626794756896100580e+01
1.097799999999999887e-01,-3.082298074937713128e+00,5.295886835778155444e+00,1.657049940128329979e+01
1.197599999999999915e-01,-3.119510615351090088e+00,5.896568037620469660e+00,1.692795153045511469e+01
1.297399999999999942e-01,-3.160854242262684632e+00,6.539015694807289059e+00,1.735168377057085465e+01
1.397199999999999831e-01,-3.206635253367188909e+00,7.232101800658852220e+00,1.785698830025047101e+01
1.496999999999999997e-01,-3.257226289148767329e+00,7.987009045884444269e+00,1.846485562668462777e+01
1.596799999999999886e-01,-3.313084191021792968e+00,8.818016833500534446e+00,1.920485998209148093e+01
1.696599999999999775e-01,-3.374773914278232034e+00,9.743539254099932378e+00,2.012002489799994720e+01
1.796399999999999941e-01,-3.443000102842283194e+00,1.078736269551870741e+01,2.127545679837425396e+01
1.896199999999999830e-01,-3.518646449965091794e+00,1.197958578712708899e+01,2.277462987852469212e+01
1.995999999999999996e-01,-3.602814898887018558e+00,1.335490333738956359e+01,2.479244819787169263e+01
2.095799999999999885e-01,-3.696820615055264270e+00,1.493776531337692504e+01,2.764850492360945111e+01
