% Model,SimpleDomain.mph
% Version,COMSOL 5.3.0.223
% Date,"Jul 12 2018, 15:23"
% Dimension,1
% Nodes,804
% Expressions,1
% Description,Line graph
% X,Height
0,348.54576713612823
0.005000000000002558,247.45139254039532
0.010000000000005116,146.35701794465876
0.015000000000007674,45.26264334892312
0.020000000000010232,-39.12297978138349
0.025000000000010125,-28.325221107370453
0.03000000000001002,-34.236213898801
0.03500000000000991,-40.14720669023154
0.040000000000009805,-39.74813313569257
0.0450000000000097,-29.386405194576582
0.05000000000000959,-25.334743599421017
0.055000000000009486,-21.28308200427182
0.06000000000000938,-12.859322311672258
0.06500000000000927,-7.274815875114655
0.07000000000000917,-6.062407536007413
0.07500000000000906,-4.8499991969029
0.08000000000000895,-2.4318156124836605
0.08500000000000885,-1.0891132992774146
0.09000000000000874,-0.9521862313822567
0.09500000000000863,-0.8152591634889177
0.10000000000000853,-0.30212548947838513
0.10500000000000842,0.004280527658920619
0.11000000000000831,-0.06552006132096722
0.1150000000000082,-0.13532065029994556
0.1200000000000081,-0.02644313847849844
0.125000000000008,0.08194260521122487
0.1300000000000079,0.01165024810416071
0.13500000000000778,-0.05864210900199396
0.14000000000000767,-0.01270311153075454
0.14500000000000757,0.05436537104924355
0.15000000000000746,0.005202499044571596
0.15500000000000735,-0.04396037296191935
0.16000000000000725,-0.009752309312716534
0.16500000000000714,0.03879374525058665
0.17000000000000703,0.003968864156377094
0.17500000000000693,-0.03085601693510398
0.18000000000000682,-0.004072090648151061
0.18500000000000671,0.031477361648285296
0.1900000000000066,0.005418006568106648
0.1950000000000065,-0.02064134851389099
0.2000000000000064,-1.747293617881951E-5
0.2050000000000063,0.02641449335806101
0.21000000000000618,0.006163228994410019
0.21500000000000608,-0.01408803537105996
0.22000000000000597,0.0019518031108418654
0.22500000000000586,0.0221452563037019
0.23000000000000576,0.006047606653737603
0.23500000000000565,-0.010050042998045683
0.24000000000000554,0.0027266261408840364
0.24500000000000544,0.01858179164082685
0.25000000000000533,0.005562638343690196
0.2550000000000052,-0.007456514951627469
0.2600000000000051,0.0029319549594220007
0.265000000000005,0.01565734916312067
0.2700000000000049,0.004975120163180691
0.2750000000000048,-0.005707108837668784
0.2800000000000047,0.0028731900815728295
0.2850000000000046,0.013264528809486364
0.2900000000000045,0.004393339618218306
0.29500000000000437,-0.0044778495730497525
0.30000000000000426,0.0026938748624161235
0.30500000000000416,0.011296105138171697
0.31000000000000405,0.003855421787193336
0.31500000000000394,-0.0035852615646945196
0.32000000000000384,0.0024639305147502455
0.32500000000000373,0.00966286550010409
0.3300000000000036,0.0033719250586727867
0.3350000000000035,-0.002919015386396495
0.3400000000000034,0.002218683684077405
0.3450000000000033,0.00829500955023832
0.3500000000000032,0.002942695899946557
0.3550000000000031,-0.0024096177503452054
0.360000000000003,0.0019761503003792313
0.3650000000000029,0.007138898860830523
0.37000000000000277,0.002563565722994099
0.37500000000000266,-0.0020117674184803036
0.38000000000000256,0.0017453024443057075
0.38500000000000245,0.00615343756362563
0.39000000000000234,0.0022291696768661495
0.39500000000000224,-0.001695098203526868
0.40000000000000213,0.0015303055315598613
0.405000000000002,0.005307066119712545
0.4100000000000019,0.0019341550923854811
0.4150000000000018,-0.0014387559313036036
0.4200000000000017,0.0013327690717233054
0.4250000000000016,0.004575433767968207
0.4300000000000015,0.001673662438406609
0.4350000000000014,-0.0012281088984309463
0.4400000000000013,0.001152958771399426
0.4450000000000012,0.003939633287700417
