% Model,SquareDomain2.mph
% Version,COMSOL 5.3.0.223
% Date,"Jul 12 2018, 14:54"
% Dimension,1
% Nodes,305
% Expressions,1
% Description,Line graph
% cln1x,Height
0,-0.1273418344130306
0.0051977061454488134,0.6070848334363426
0.00874732998237029,1.1086403915450624
0.010395412290897481,1.341511501284991
0.012808695482805627,1.6825041398858822
0.01559311843634616,2.087047045348406
0.02031904817679189,3.010860251275279
0.02114930143259984,3.173156130415162
0.026357690356738635,4.18730055570488
0.026788383450083282,4.275805207806922
0.033613406240211925,5.678303360119983
0.03366891947329392,5.689710971379341
0.03425475493074033,5.866748836810164
0.039751231090568565,7.1190706952637335
0.04022551558684082,7.227132083057715
0.045833542707843226,8.504869808504672
0.04683266275651061,8.732510180223098
0.052105140288803684,9.940910196619743
0.05357833523622339,10.37238598025628
0.05862062132310686,11.532506443311702
0.060280232465967226,11.914346905033163
0.06513610235741005,13.031577052218069
0.06698212969571113,13.467404689466381
0.07177593765242832,14.672645034232279
0.07372181518057408,15.077795166043746
0.07843900963093024,16.05995972969081
0.08041378056481688,16.47112574224247
0.08510208160943229,17.447274425149384
0.08710574594905965,17.864456318441253
0.09183630881293757,18.95795428907015
0.09382611288613044,19.289164136149104
0.09855028430112281,20.07551899038544
0.10052780544227088,20.40468430046749
0.10526425978930813,21.193083691700753
0.10722949799841142,21.520204464785877
0.11204224774519389,22.253927020114727
0.11396491141529794,22.620210358471354
0.11875801822798661,23.14503161372984
0.12066968855768861,23.354349966372993
0.12547378871077935,23.88037493749571
0.12737446570007932,24.106728762373944
0.13219777627441792,24.68203952475861
0.13410065273365465,24.762429981265726
0.13890464424149634,24.965383288348434
0.1408054919518354,25.045688036690436
0.1456115122085748,25.248727051938413
0.14751033117001622,25.34600732685671
0.15230934683783814,25.571404494490952
0.15420750940001918,25.515086971455126
0.15897406989081558,25.373665532853806
0.1608822570185394,25.317050586029065
0.16563879294379302,25.175926571216436
0.16755700463705964,25.11901420060309
0.17231670668660728,24.891607428011397
0.174246502497289,24.797003399122246
0.1789871822722821,24.31724831225818
0.1809230103104427,24.121343211580133
0.18565765785795704,23.642198583965627
0.18759951812359626,23.457228927125573
0.1923318302163647,22.954032728688237
0.19428073092085604,22.62746360598051
0.19900213542504303,21.836317641833315
0.20095373092020338,21.50929696434759
0.20567244063372137,20.718602554978272
0.20762673091955072,20.399099975208784
0.212349211850793,19.560383953143873
0.2143047602866392,19.12183262423411
0.21901714807716505,18.065032449924253
0.22097419321146522,17.626145471390977
0.2256850843035373,16.569680946704437
0.22764362613629113,16.130458318548015
0.23235089987307384,15.028464772527656
0.23431165036140794,14.486827712881194
0.23901718979789827,13.22814436617138
0.24097924011186972,12.703316110254338
0.24568347972272273,11.444980453518431
0.24764682986233147,10.91980450762754
0.2523498702999061,9.577705457661063
0.2543148169144779,8.999198488968924
0.25901640865141057,7.614986030681408
0.260981992817014,7.036291358307208
0.26568294700291506,5.652266603701781
0.2676491687195501,5.068872609984723
0.27234971238306427,3.589798178913423
0.2743165120398914,2.9933968128011763
0.27901636748878234,1.568238840804213
0.28098330998440446,0.9717941610519674
0.2856830225945004,-0.4533204973047944
0.28765010792891754,-1.0498084906971599
0.2923497383783877,-2.453335749062795
0.2943169282882788,-3.1610145049622638
0.29901640504505433,-4.539416583875511
0.30098359495494553,-5.116412449958158
0.30568307171172104,-6.494814528871416
0.30765026162161224,-7.071810394954095
0.31234973837838764,-8.406605872540474
0.31431692828827884,-9.083691693510435
0.31901640504505435,-10.32997355228682
0.32098359495494555,-10.85166420517293
0.32568307171172106,-12.09794606394929
0.32765026162161226,-12.63430564000834
0.3323497383783877,-13.973410574988174
0.33431692828827886,-14.407387423931917
0.33901640504505437,-15.444127244696196
0.34098359495494557,-15.878104093639964
0.3456830717117211,-16.914843914404226
0.3476502616216123,-17.34882076334798
0.35234973837838773,-18.30711679742516
0.3543169282882789,-18.80132601416373
0.3590164050450544,-19.56407759233465
0.3609835949549456,-19.883363607776285
0.3656830717117211,-20.64611518594713
0.3676502616216123,-20.965401201388747
0.3723497383783877,-21.639121418569815
0.3743169282882789,-21.992346049934007
0.3790164050450544,-22.433727134759515
0.3809835949549456,-22.618488218051205
0.3856830717117211,-23.059869302876706
0.3876502616216123,-23.261628497187154
0.39234973837838777,-23.743427346082846
0.3943169282882789,-23.782231354698816
0.3990164050450544,-23.874931370921907
0.4009835949549456,-23.913735379537975
0.40568307171172113,-24.0064353957609
0.40765026162161233,-24.04523940437678
0.41234973837838773,-24.169749178855763
0.41431692828827893,-24.06029396249829
