% Model,SquareDomain.mph
% Version,COMSOL 5.3.0.223
% Date,"Jun 29 2019, 15:43"
% Dimension,1
% Nodes,804
% Expressions,1
% Description,Line graph
% X,Height
0,-5.242339063966717E-4
0.005000000000002558,-0.8729777260730935
0.010000000000005116,-1.7454312182384124
0.015000000000007674,-2.6178847104044203
0.020000000000010232,-3.490624630278076
0.025000000000010125,-4.360007551210374
0.03000000000001002,-5.229104044440536
0.03500000000000991,-6.098200537668631
0.040000000000009805,-6.967620101583331
0.0450000000000097,-7.8300716472299285
0.05000000000000959,-8.692200122187167
0.055000000000009486,-9.554328597143716
0.06000000000000938,-10.416890110360383
0.06500000000000927,-11.269180030685124
0.07000000000000917,-12.121036912755258
0.07500000000000906,-12.972893794826081
0.08000000000000895,-13.825100269069122
0.08500000000000885,-14.663715161145774
0.09000000000000874,-15.501980461044695
0.09500000000000863,-16.340245760944995
0.10000000000000853,-17.1787940840807
0.10500000000000842,-18.000416476536085
0.11000000000000831,-18.82175584576158
0.1150000000000082,-19.643095214987074
0.1200000000000081,-20.464683469253252
0.125000000000008,-21.26610451717404
0.1300000000000079,-22.067276680059656
0.13500000000000778,-22.868448842947338
0.14000000000000767,-23.669816891396238
0.14500000000000757,-24.44785885807464
0.15000000000000746,-25.225704939187683
0.15500000000000735,-26.00355102030004
0.16000000000000725,-26.781538163109445
0.16500000000000714,-27.53312465400182
0.17000000000000703,-28.28457008319991
0.17500000000000693,-29.036015512392485
0.18000000000000682,-29.787562596320846
0.18500000000000671,-30.50973503896633
0.1900000000000066,-31.23180582688292
0.1950000000000065,-31.953876614796062
0.2000000000000064,-32.676030803980034
0.2050000000000063,-33.36595006116609
0.21000000000000618,-34.05578591708959
0.21500000000000608,-34.745621773011024
0.22000000000000597,-35.43553658287617
0.22500000000000586,-36.090491634524476
0.23000000000000576,-36.74536773222495
0.23500000000000565,-37.40024382992956
0.24000000000000554,-38.0551945946715
0.24500000000000544,-38.67260094977375
0.25000000000000533,-39.28993263784005
0.2550000000000052,-39.90726432590154
0.2600000000000051,-40.52466613156143
0.265000000000005,-41.1020871980499
0.2700000000000049,-41.6794381469496
0.2750000000000048,-42.25678909584379
0.2800000000000047,-42.8342053341911
0.2850000000000046,-43.369362278475485
0.2900000000000045,-43.9044539333164
0.29500000000000437,-44.43954558815525
0.30000000000000426,-44.97469744788608
0.30500000000000416,-45.46547825838333
0.31000000000000405,-45.95619886399687
0.31500000000000394,-46.446919469604204
0.32000000000000384,-46.9376949580561
0.32500000000000373,-47.382162753586435
0.3300000000000036,-47.82657566627773
0.3350000000000035,-48.2709885789704
0.3400000000000034,-48.715450836098995
0.3450000000000033,-49.11185151011137
0.3500000000000032,-49.50820283968507
0.3550000000000031,-49.90455416925808
0.360000000000003,-50.30094911007595
0.3650000000000029,-50.64771825188031
0.37000000000000277,-50.99444378243844
0.37500000000000266,-51.34116931299931
0.38000000000000256,-51.687932549401864
0.38500000000000245,-51.98370162076957
0.39000000000000234,-52.27943298629422
0.39500000000000224,-52.57516435181887
0.40000000000000213,-52.870927369058265
0.405000000000002,-53.11452910444917
0.4100000000000019,-53.35809918812119
0.4150000000000018,-53.601669271794584
0.4200000000000017,-53.84526482813257
0.4250000000000016,-54.03573784010474
0.4300000000000015,-54.22618537942058
0.4350000000000014,-54.4166329187309
0.4400000000000013,-54.60709965105452
0.4450000000000012,-54.74369222543677
0.45000000000000107,-54.880265606804336
0.45500000000000096,-55.01683898817398
0.46000000000000085,-55.153425207138504
0.46500000000000075,-55.23559827161149
0.47000000000000064,-55.31775849849096
0.47500000000000053,-55.39991872536699
0.4800000000000004,-55.4820853837286
0.4850000000000003,-55.50951463660912
0.4900000000000002,-55.53693745801094
0.4950000000000001,-55.564360279409314
0.5,-55.591783100810446
0.5049999999999999,-55.56436029130992
0.5099999999999998,-55.53693748184865
0.5149999999999997,-55.50951467238671
0.5199999999999996,-55.48208543143298
0.5249999999999995,-55.39991878639684
0.5299999999999994,-55.31775857285249
0.5349999999999993,-55.23559835931296
0.5399999999999991,-55.153425308221955
0.544999999999999,-55.01683910381141
0.5499999999999989,-54.880265736944075
0.5549999999999988,-54.74369237008363
0.5599999999999987,-54.60709981031634
0.5649999999999986,-54.416633091165586
0.5699999999999985,-54.22618556491202
0.5749999999999984,-54.03573803865845
0.5799999999999983,-53.84526503987638
0.5849999999999982,-53.601669490965584
0.5899999999999981,-53.35809941458055
0.594999999999998,-53.114529338201024
0.5999999999999979,-52.870927610179436
0.6049999999999978,-52.575164590757595
0.6099999999999977,-52.27943322297368
0.6149999999999975,-51.98370185519321
0.6199999999999974,-51.687932781513524
0.6249999999999973,-51.34116953266846
0.6299999999999972,-50.99444398971434
0.6349999999999971,-50.64771844676505
0.639999999999997,-50.30094929241413
0.6449999999999969,-49.90455433274664
0.6499999999999968,-49.508202984476625
0.6549999999999967,-49.11185163620247
0.6599999999999966,-48.71545094334496
0.6649999999999965,-48.27098866630463
0.6699999999999964,-47.82657573385457
0.6749999999999963,-47.38216280140381
0.6799999999999962,-46.93769498610678
0.6849999999999961,-46.44691947889
0.689999999999996,-45.95619885453123
0.6949999999999958,-45.46547823016901
0.6999999999999957,-44.97469740183429
0.7049999999999956,-44.439545527641464
0.7099999999999955,-43.90445385742182
0.7149999999999954,-43.369362187205624
0.7199999999999953,-42.83420524206204
0.7249999999999952,-42.256789003114605
0.7299999999999951,-41.67943803908491
0.734999999999995,-41.10208707505453
0.7399999999999949,-40.524666081920934
0.7449999999999948,-39.9072641923319
0.7499999999999947,-39.289932331845385
0.7549999999999946,-38.67260047136025
0.7599999999999945,-38.05519481374776
0.7649999999999944,-37.40024424112452
0.7699999999999942,-36.74536746562243
